Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,source_name,STAGE,Tissue
SRR2967462,RNA-Seq,200,298655600,PRJNA304502,SAMN04304207,231281793,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456908,GSM1957410,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957410,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967463,RNA-Seq,200,345334400,PRJNA304502,SAMN04304273,263271197,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456909,GSM1957411,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957411,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967464,RNA-Seq,200,334885600,PRJNA304502,SAMN04304274,256206484,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456910,GSM1957412,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957412,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967465,RNA-Seq,200,333051400,PRJNA304502,SAMN04304275,255594487,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456911,GSM1957413,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957413,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967466,RNA-Seq,200,407184600,PRJNA304502,SAMN04304276,312101515,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456912,GSM1957414,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957414,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967467,RNA-Seq,200,313744400,PRJNA304502,SAMN04304277,242107952,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456913,GSM1957415,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957415,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967468,RNA-Seq,200,358456600,PRJNA304502,SAMN04304278,274573488,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456914,GSM1957416,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957416,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967469,RNA-Seq,200,397887400,PRJNA304502,SAMN04304279,303384444,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456915,GSM1957417,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957417,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967470,RNA-Seq,200,334054600,PRJNA304502,SAMN04304280,252122809,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456916,GSM1957418,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957418,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967471,RNA-Seq,200,379304400,PRJNA304502,SAMN04304281,290882024,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456917,GSM1957419,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957419,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967472,RNA-Seq,200,435510600,PRJNA304502,SAMN04304282,331115243,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456918,GSM1957420,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957420,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967473,RNA-Seq,200,325069200,PRJNA304502,SAMN04304283,252318110,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456919,GSM1957421,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957421,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967474,RNA-Seq,200,351313600,PRJNA304502,SAMN04304284,265795434,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456920,GSM1957422,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957422,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967475,RNA-Seq,200,343848200,PRJNA304502,SAMN04304285,260999123,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456921,GSM1957423,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957423,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967476,RNA-Seq,200,351852600,PRJNA304502,SAMN04304286,267721669,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456922,GSM1957424,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957424,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967477,RNA-Seq,200,261602200,PRJNA304502,SAMN04304287,201561395,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456923,GSM1957425,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957425,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967478,RNA-Seq,200,315738200,PRJNA304502,SAMN04304288,242108815,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456924,GSM1957426,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957426,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967479,RNA-Seq,200,359323000,PRJNA304502,SAMN04304289,273059529,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456925,GSM1957427,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957427,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967480,RNA-Seq,200,312501600,PRJNA304502,SAMN04304290,232024281,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456926,GSM1957428,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957428,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967481,RNA-Seq,200,333005800,PRJNA304502,SAMN04304291,255054799,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456927,GSM1957429,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957429,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967482,RNA-Seq,200,252571800,PRJNA304502,SAMN04304292,195527106,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456928,GSM1957430,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957430,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967483,RNA-Seq,200,262412600,PRJNA304502,SAMN04304293,200936344,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456929,GSM1957431,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957431,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967484,RNA-Seq,200,284931000,PRJNA304502,SAMN04304294,215529055,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456930,GSM1957432,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957432,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967485,RNA-Seq,200,230961000,PRJNA304502,SAMN04304295,175121647,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456931,GSM1957433,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957433,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967486,RNA-Seq,200,328211600,PRJNA304502,SAMN04304296,250348653,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456932,GSM1957434,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957434,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967487,RNA-Seq,200,307780400,PRJNA304502,SAMN04304297,235187476,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456933,GSM1957435,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957435,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967488,RNA-Seq,200,310293000,PRJNA304502,SAMN04304298,238047824,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456934,GSM1957436,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957436,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967489,RNA-Seq,200,302316600,PRJNA304502,SAMN04304209,229739404,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456935,GSM1957437,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957437,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967490,RNA-Seq,200,324023800,PRJNA304502,SAMN04304210,246918761,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456936,GSM1957438,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957438,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967491,RNA-Seq,200,316531400,PRJNA304502,SAMN04304211,241925857,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456937,GSM1957439,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957439,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967492,RNA-Seq,200,348485200,PRJNA304502,SAMN04304212,265762330,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456938,GSM1957440,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957440,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967493,RNA-Seq,200,316816800,PRJNA304502,SAMN04304213,242248703,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456939,GSM1957441,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957441,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967494,RNA-Seq,200,339429800,PRJNA304502,SAMN04304214,258148093,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456940,GSM1957442,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957442,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967495,RNA-Seq,200,250682600,PRJNA304502,SAMN04304215,190768232,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456941,GSM1957443,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957443,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967496,RNA-Seq,200,306061600,PRJNA304502,SAMN04304216,234301729,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456942,GSM1957444,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957444,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967497,RNA-Seq,200,331964200,PRJNA304502,SAMN04304217,253605026,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456943,GSM1957445,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957445,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967498,RNA-Seq,200,243299600,PRJNA304502,SAMN04304218,187462213,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456944,GSM1957446,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957446,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967499,RNA-Seq,200,254387200,PRJNA304502,SAMN04304219,195193819,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456945,GSM1957447,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957447,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967500,RNA-Seq,200,254005400,PRJNA304502,SAMN04304220,194393538,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456946,GSM1957448,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957448,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967501,RNA-Seq,200,266630200,PRJNA304502,SAMN04304221,201043474,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456947,GSM1957449,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957449,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967502,RNA-Seq,200,258323400,PRJNA304502,SAMN04304222,197454695,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456948,GSM1957450,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957450,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967503,RNA-Seq,200,305697200,PRJNA304502,SAMN04304223,233382393,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456949,GSM1957451,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957451,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967504,RNA-Seq,200,329773200,PRJNA304502,SAMN04304224,251537169,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456950,GSM1957452,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957452,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967505,RNA-Seq,200,285090400,PRJNA304502,SAMN04304225,218830438,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456951,GSM1957453,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957453,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967506,RNA-Seq,200,309408800,PRJNA304502,SAMN04304226,236227826,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456952,GSM1957454,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957454,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967507,RNA-Seq,200,348039800,PRJNA304502,SAMN04304227,265920379,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456953,GSM1957455,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957455,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967508,RNA-Seq,200,306121800,PRJNA304502,SAMN04304228,230068285,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456954,GSM1957456,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957456,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967509,RNA-Seq,200,405694600,PRJNA304502,SAMN04304229,309106390,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456955,GSM1957457,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957457,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967510,RNA-Seq,200,2313600,PRJNA304502,SAMN04304230,2151700,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456956,GSM1957458,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957458,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967511,RNA-Seq,200,333823200,PRJNA304502,SAMN04304231,256184681,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456957,GSM1957459,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957459,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967512,RNA-Seq,200,339023400,PRJNA304502,SAMN04304232,253976391,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456958,GSM1957460,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957460,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967513,RNA-Seq,200,361007400,PRJNA304502,SAMN04304233,274657113,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456959,GSM1957461,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957461,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967514,RNA-Seq,200,372934000,PRJNA304502,SAMN04304234,281744699,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456960,GSM1957462,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957462,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967515,RNA-Seq,200,330281000,PRJNA304502,SAMN04304235,251758394,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456961,GSM1957463,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957463,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967516,RNA-Seq,200,300280000,PRJNA304502,SAMN04304236,230231099,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456962,GSM1957464,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957464,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967517,RNA-Seq,200,209420400,PRJNA304502,SAMN04304237,159645165,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456963,GSM1957465,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957465,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967518,RNA-Seq,200,336945800,PRJNA304502,SAMN04304238,256582407,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456964,GSM1957466,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957466,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967519,RNA-Seq,200,310597400,PRJNA304502,SAMN04303715,234953936,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456965,GSM1957467,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957467,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967520,RNA-Seq,200,318823200,PRJNA304502,SAMN04303716,239196513,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456966,GSM1957468,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957468,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967521,RNA-Seq,200,315125000,PRJNA304502,SAMN04303717,240297580,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456967,GSM1957469,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957469,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967522,RNA-Seq,200,386337400,PRJNA304502,SAMN04303718,294960907,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456968,GSM1957470,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957470,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967523,RNA-Seq,200,403976800,PRJNA304502,SAMN04303719,307641676,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456969,GSM1957471,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957471,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967524,RNA-Seq,200,317441600,PRJNA304502,SAMN04303720,241177090,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456970,GSM1957472,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957472,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967525,RNA-Seq,200,354338600,PRJNA304502,SAMN04303721,269073357,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456971,GSM1957473,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957473,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967526,RNA-Seq,200,218243200,PRJNA304502,SAMN04303722,164425808,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456972,GSM1957474,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957474,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967527,RNA-Seq,200,323559400,PRJNA304502,SAMN04303723,246171789,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456973,GSM1957475,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957475,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967528,RNA-Seq,200,292025400,PRJNA304502,SAMN04303724,223416107,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456974,GSM1957476,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957476,SRP066834,ESC H9,53 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967529,RNA-Seq,200,286628400,PRJNA304502,SAMN04303725,203035022,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456975,GSM1957477,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957477,SRP066834,iPSC 409B2,58 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967530,RNA-Seq,200,310984400,PRJNA304502,SAMN04303726,216884835,GEO,public,"fastq,sra",s3,s3.us-east-1,SRX1456976,GSM1957478,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957478,SRP066834,iPSC 409B2,58 days,Microdissected cortical-like ventricle from cerebral organoid
SRR2967531,RNA-Seq,200,350058400,PRJNA304502,SAMN04303727,247951444,GEO,public,"sra,fastq",s3,s3.us-east-1,SRX1456977,GSM1957479,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-12-07T00:00:00Z,GSM1957479,SRP066834,iPSC 409B2,58 days,Microdissected cortical-like ventricle from cerebral organoid
