Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR4455958,RNA-Seq,50,16097900,PRJNA350790,SAMN05946764,9088159,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272182,GSM2362036,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362036,Cord Blood pre-cDCs,SRP092166
SRR4455959,RNA-Seq,50,7540800,PRJNA350790,SAMN05946763,4352472,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272183,GSM2362037,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362037,Cord Blood pre-cDCs,SRP092166
SRR4455960,RNA-Seq,50,7586800,PRJNA350790,SAMN05946763,4358549,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272183,GSM2362037,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362037,Cord Blood pre-cDCs,SRP092166
SRR4455961,RNA-Seq,50,3147450,PRJNA350790,SAMN05946762,1867121,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272184,GSM2362038,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362038,Cord Blood pre-cDCs,SRP092166
SRR4455962,RNA-Seq,50,3156050,PRJNA350790,SAMN05946762,1864410,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272184,GSM2362038,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362038,Cord Blood pre-cDCs,SRP092166
SRR4455963,RNA-Seq,50,12327350,PRJNA350790,SAMN05946760,7096458,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272185,GSM2362039,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362039,Cord Blood pre-cDCs,SRP092166
SRR4455964,RNA-Seq,50,12312200,PRJNA350790,SAMN05946760,7058443,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272185,GSM2362039,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362039,Cord Blood pre-cDCs,SRP092166
SRR4455965,RNA-Seq,50,7185550,PRJNA350790,SAMN05946761,4136571,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272186,GSM2362040,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362040,Cord Blood pre-cDCs,SRP092166
SRR4455966,RNA-Seq,50,7236300,PRJNA350790,SAMN05946761,4144221,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272186,GSM2362040,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362040,Cord Blood pre-cDCs,SRP092166
SRR4455967,RNA-Seq,50,6608100,PRJNA350790,SAMN05946759,3872797,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272187,GSM2362041,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362041,Cord Blood pre-cDCs,SRP092166
SRR4455968,RNA-Seq,50,6644600,PRJNA350790,SAMN05946759,3873754,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272187,GSM2362041,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362041,Cord Blood pre-cDCs,SRP092166
SRR4455969,RNA-Seq,50,5773350,PRJNA350790,SAMN05946758,3363662,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272188,GSM2362042,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362042,Cord Blood pre-cDCs,SRP092166
SRR4455970,RNA-Seq,50,5779200,PRJNA350790,SAMN05946758,3352864,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272188,GSM2362042,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362042,Cord Blood pre-cDCs,SRP092166
SRR4455971,RNA-Seq,50,908850,PRJNA350790,SAMN05946757,565953,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272189,GSM2362043,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362043,Cord Blood pre-cDCs,SRP092166
SRR4455972,RNA-Seq,50,922150,PRJNA350790,SAMN05946757,572830,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272189,GSM2362043,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362043,Cord Blood pre-cDCs,SRP092166
SRR4455973,RNA-Seq,50,7689350,PRJNA350790,SAMN05946755,4402471,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272190,GSM2362044,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362044,Cord Blood pre-cDCs,SRP092166
SRR4455974,RNA-Seq,50,7701700,PRJNA350790,SAMN05946755,4393867,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272190,GSM2362044,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362044,Cord Blood pre-cDCs,SRP092166
SRR4455975,RNA-Seq,50,13773050,PRJNA350790,SAMN05946756,7921077,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272191,GSM2362045,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362045,Cord Blood pre-cDCs,SRP092166
SRR4455976,RNA-Seq,50,13756800,PRJNA350790,SAMN05946756,7879547,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272191,GSM2362045,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362045,Cord Blood pre-cDCs,SRP092166
SRR4455977,RNA-Seq,50,17159400,PRJNA350790,SAMN05946754,9819549,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272192,GSM2362046,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362046,Cord Blood pre-cDCs,SRP092166
SRR4455978,RNA-Seq,50,17082350,PRJNA350790,SAMN05946754,9740239,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272192,GSM2362046,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362046,Cord Blood pre-cDCs,SRP092166
SRR4455979,RNA-Seq,50,20303050,PRJNA350790,SAMN05946752,11785524,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272193,GSM2362047,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362047,Cord Blood pre-cDCs,SRP092166
SRR4455980,RNA-Seq,50,20308350,PRJNA350790,SAMN05946752,11749524,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272193,GSM2362047,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362047,Cord Blood pre-cDCs,SRP092166
SRR4455981,RNA-Seq,50,10675000,PRJNA350790,SAMN05946753,6973441,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272194,GSM2362048,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362048,Cord Blood pre-cDCs,SRP092166
SRR4455982,RNA-Seq,50,11060500,PRJNA350790,SAMN05946753,7154714,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272194,GSM2362048,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362048,Cord Blood pre-cDCs,SRP092166
SRR4455983,RNA-Seq,50,14251000,PRJNA350790,SAMN05946751,8198318,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272195,GSM2362049,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362049,Cord Blood pre-cDCs,SRP092166
SRR4455984,RNA-Seq,50,14225450,PRJNA350790,SAMN05946751,8149908,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272195,GSM2362049,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362049,Cord Blood pre-cDCs,SRP092166
SRR4455985,RNA-Seq,50,12141050,PRJNA350790,SAMN05946750,7522012,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272196,GSM2362050,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362050,Cord Blood pre-cDCs,SRP092166
SRR4455986,RNA-Seq,50,12438750,PRJNA350790,SAMN05946750,7646595,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272196,GSM2362050,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362050,Cord Blood pre-cDCs,SRP092166
SRR4455987,RNA-Seq,50,8592750,PRJNA350790,SAMN05946749,4909623,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272197,GSM2362051,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362051,Cord Blood pre-cDCs,SRP092166
SRR4455988,RNA-Seq,50,8517700,PRJNA350790,SAMN05946749,4849229,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272197,GSM2362051,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362051,Cord Blood pre-cDCs,SRP092166
SRR4455989,RNA-Seq,50,15848950,PRJNA350790,SAMN05946747,9119537,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272198,GSM2362052,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362052,Cord Blood pre-cDCs,SRP092166
SRR4455990,RNA-Seq,50,15801250,PRJNA350790,SAMN05946747,9059797,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272198,GSM2362052,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362052,Cord Blood pre-cDCs,SRP092166
SRR4455991,RNA-Seq,50,15755450,PRJNA350790,SAMN05946748,9101639,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272199,GSM2362053,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362053,Cord Blood pre-cDCs,SRP092166
SRR4455992,RNA-Seq,50,15682350,PRJNA350790,SAMN05946748,9021658,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272199,GSM2362053,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362053,Cord Blood pre-cDCs,SRP092166
SRR4455993,RNA-Seq,50,17742550,PRJNA350790,SAMN05946746,10271403,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272200,GSM2362054,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362054,Cord Blood pre-cDCs,SRP092166
SRR4455994,RNA-Seq,50,17604550,PRJNA350790,SAMN05946746,10154649,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272200,GSM2362054,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362054,Cord Blood pre-cDCs,SRP092166
SRR4455995,RNA-Seq,50,10990900,PRJNA350790,SAMN05946744,6999567,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272201,GSM2362055,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362055,Cord Blood pre-cDCs,SRP092166
SRR4455996,RNA-Seq,50,11186550,PRJNA350790,SAMN05946744,7057889,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272201,GSM2362055,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362055,Cord Blood pre-cDCs,SRP092166
SRR4455997,RNA-Seq,50,12079950,PRJNA350790,SAMN05946745,6954031,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272202,GSM2362056,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362056,Cord Blood pre-cDCs,SRP092166
SRR4455998,RNA-Seq,50,12083400,PRJNA350790,SAMN05946745,6925034,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272202,GSM2362056,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362056,Cord Blood pre-cDCs,SRP092166
SRR4455999,RNA-Seq,50,12854150,PRJNA350790,SAMN05946743,7501978,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272203,GSM2362057,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362057,Cord Blood pre-cDCs,SRP092166
SRR4456000,RNA-Seq,50,12917150,PRJNA350790,SAMN05946743,7501816,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272203,GSM2362057,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362057,Cord Blood pre-cDCs,SRP092166
SRR4456001,RNA-Seq,50,11502850,PRJNA350790,SAMN05946741,6628803,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272204,GSM2362058,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362058,Cord Blood pre-cDCs,SRP092166
SRR4456002,RNA-Seq,50,11470050,PRJNA350790,SAMN05946741,6589061,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272204,GSM2362058,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362058,Cord Blood pre-cDCs,SRP092166
SRR4456003,RNA-Seq,50,16906650,PRJNA350790,SAMN05946742,9763691,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272205,GSM2362059,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362059,Cord Blood pre-cDCs,SRP092166
SRR4456004,RNA-Seq,50,16853150,PRJNA350790,SAMN05946742,9694988,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272205,GSM2362059,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362059,Cord Blood pre-cDCs,SRP092166
SRR4456005,RNA-Seq,50,15900950,PRJNA350790,SAMN05946740,9213625,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272206,GSM2362060,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362060,Cord Blood pre-cDCs,SRP092166
SRR4456006,RNA-Seq,50,15875900,PRJNA350790,SAMN05946740,9158649,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272206,GSM2362060,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362060,Cord Blood pre-cDCs,SRP092166
SRR4456007,RNA-Seq,50,16767350,PRJNA350790,SAMN05946738,9814564,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272207,GSM2362061,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362061,Cord Blood pre-cDCs,SRP092166
SRR4456008,RNA-Seq,50,16664700,PRJNA350790,SAMN05946738,9727739,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272207,GSM2362061,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362061,Cord Blood pre-cDCs,SRP092166
SRR4456009,RNA-Seq,50,6330400,PRJNA350790,SAMN05946739,4289563,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272208,GSM2362062,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362062,Cord Blood pre-cDCs,SRP092166
SRR4456010,RNA-Seq,50,6659300,PRJNA350790,SAMN05946739,4464906,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272208,GSM2362062,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362062,Cord Blood pre-cDCs,SRP092166
SRR4456011,RNA-Seq,50,5777750,PRJNA350790,SAMN05946737,3356705,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272209,GSM2362063,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362063,Cord Blood pre-cDCs,SRP092166
SRR4456012,RNA-Seq,50,5781900,PRJNA350790,SAMN05946737,3350737,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272209,GSM2362063,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362063,Cord Blood pre-cDCs,SRP092166
SRR4456013,RNA-Seq,50,2168300,PRJNA350790,SAMN05946794,1277202,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272210,GSM2362064,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362064,Cord Blood pre-cDCs,SRP092166
SRR4456014,RNA-Seq,50,2178200,PRJNA350790,SAMN05946794,1276532,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272210,GSM2362064,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362064,Cord Blood pre-cDCs,SRP092166
SRR4456015,RNA-Seq,50,9299050,PRJNA350790,SAMN05946795,5408154,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272211,GSM2362065,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362065,Cord Blood pre-cDCs,SRP092166
SRR4456016,RNA-Seq,50,9238600,PRJNA350790,SAMN05946795,5356452,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272211,GSM2362065,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362065,Cord Blood pre-cDCs,SRP092166
SRR4456017,RNA-Seq,50,13169500,PRJNA350790,SAMN05946793,7572614,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272212,GSM2362066,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362066,Cord Blood pre-cDCs,SRP092166
SRR4456018,RNA-Seq,50,13122550,PRJNA350790,SAMN05946793,7522206,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272212,GSM2362066,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362066,Cord Blood pre-cDCs,SRP092166
SRR4456019,RNA-Seq,50,13519150,PRJNA350790,SAMN05946791,7840342,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272213,GSM2362067,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362067,Cord Blood pre-cDCs,SRP092166
SRR4456020,RNA-Seq,50,13510300,PRJNA350790,SAMN05946791,7814360,"CB pre-cDC,cord blood pre-conventional dendritic cells (cDCs)",GEO,public,"fastq,sra",s3,s3.us-east-1,SRX2272213,GSM2362067,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362067,Cord Blood pre-cDCs,SRP092166
SRR4456021,RNA-Seq,50,7123850,PRJNA350790,SAMN05946792,4638731,"cord blood pre-conventional dendritic cells (cDCs),CB pre-cDC",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272214,GSM2362068,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362068,Cord Blood pre-cDCs,SRP092166
SRR4456022,RNA-Seq,50,7275800,PRJNA350790,SAMN05946792,4693051,"cord blood pre-conventional dendritic cells (cDCs),CB pre-cDC",GEO,public,"sra,fastq",s3,s3.us-east-1,SRX2272214,GSM2362068,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-11-15T00:00:00Z,GSM2362068,Cord Blood pre-cDCs,SRP092166
