Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,gender,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2013591,RNA-Seq,202,930748532,PRJNA269154,SAMN03611954,631894059,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021396,female,GSM1677622,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677622,Primordial Germ Cells,SRP050499
SRR2013592,RNA-Seq,202,841499276,PRJNA269154,SAMN03611955,572326019,GEO,public,"sra,fastq",s3,s3.us-east-1,4 week gestation,SRX1021397,female,GSM1677623,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677623,Primordial Germ Cells,SRP050499
SRR2013593,RNA-Seq,202,1103971612,PRJNA269154,SAMN03611956,741229258,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021398,female,GSM1677624,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677624,Primordial Germ Cells,SRP050499
SRR2013594,RNA-Seq,202,894945446,PRJNA269154,SAMN03611957,601971775,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021399,female,GSM1677625,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677625,Primordial Germ Cells,SRP050499
SRR2013595,RNA-Seq,202,1098065738,PRJNA269154,SAMN03611958,738114339,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021400,female,GSM1677626,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677626,Primordial Germ Cells,SRP050499
SRR2013596,RNA-Seq,202,776322764,PRJNA269154,SAMN03611959,525591559,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021401,female,GSM1677627,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677627,Primordial Germ Cells,SRP050499
SRR2013597,RNA-Seq,202,1132259692,PRJNA269154,SAMN03611960,760189324,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021402,female,GSM1677628,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677628,Primordial Germ Cells,SRP050499
SRR2013598,RNA-Seq,202,896764254,PRJNA269154,SAMN03611961,608359454,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021403,female,GSM1677629,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677629,Primordial Germ Cells,SRP050499
SRR2013599,RNA-Seq,202,1020737512,PRJNA269154,SAMN03611962,689345007,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021404,female,GSM1677630,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677630,Primordial Germ Cells,SRP050499
SRR2013600,RNA-Seq,202,1003162906,PRJNA269154,SAMN03611963,672444535,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021405,female,GSM1677631,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677631,Primordial Germ Cells,SRP050499
SRR2013601,RNA-Seq,202,971681206,PRJNA269154,SAMN03611964,653424872,GEO,public,"fastq,sra",s3,s3.us-east-1,4 week gestation,SRX1021406,female,GSM1677632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677632,Primordial Germ Cells,SRP050499
SRR2013602,RNA-Seq,202,888061690,PRJNA269154,SAMN03611965,600034128,GEO,public,"sra,fastq",s3,s3.us-east-1,4 week gestation,SRX1021407,female,GSM1677633,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677633,Primordial Germ Cells,SRP050499
SRR2013603,RNA-Seq,202,1491036942,PRJNA269154,SAMN03611966,970842775,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021408,female,GSM1677634,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677634,Primordial Germ Cells,SRP050499
SRR2013604,RNA-Seq,202,1204041604,PRJNA269154,SAMN03611967,767117045,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021409,female,GSM1677635,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677635,Primordial Germ Cells,SRP050499
SRR2013605,RNA-Seq,202,947233146,PRJNA269154,SAMN03611968,607456249,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021410,female,GSM1677636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677636,Primordial Germ Cells,SRP050499
SRR2013606,RNA-Seq,202,1097468626,PRJNA269154,SAMN03611969,702495968,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021411,female,GSM1677637,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677637,Primordial Germ Cells,SRP050499
SRR2013607,RNA-Seq,202,876361850,PRJNA269154,SAMN03611970,557812914,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021412,female,GSM1677638,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677638,Primordial Germ Cells,SRP050499
SRR2013608,RNA-Seq,202,897041398,PRJNA269154,SAMN03611971,575132092,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021413,female,GSM1677639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677639,Primordial Germ Cells,SRP050499
SRR2013609,RNA-Seq,202,1126471584,PRJNA269154,SAMN03611972,717050317,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021414,female,GSM1677640,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677640,Primordial Germ Cells,SRP050499
SRR2013610,RNA-Seq,202,968470214,PRJNA269154,SAMN03611973,611896446,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021415,female,GSM1677641,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677641,Primordial Germ Cells,SRP050499
SRR2013611,RNA-Seq,202,1310257648,PRJNA269154,SAMN03611974,831674669,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021416,female,GSM1677642,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677642,Primordial Germ Cells,SRP050499
SRR2013612,RNA-Seq,202,832290096,PRJNA269154,SAMN03611975,527017259,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021417,female,GSM1677643,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677643,Primordial Germ Cells,SRP050499
SRR2013613,RNA-Seq,202,781647888,PRJNA269154,SAMN03611976,495370727,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021418,female,GSM1677644,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677644,Primordial Germ Cells,SRP050499
SRR2013614,RNA-Seq,202,765848256,PRJNA269154,SAMN03611977,504475210,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021419,female,GSM1677645,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677645,Primordial Germ Cells,SRP050499
SRR2013615,RNA-Seq,202,672944012,PRJNA269154,SAMN03612013,450064055,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021420,female,GSM1677646,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677646,Primordial Germ Cells,SRP050499
SRR2013616,RNA-Seq,202,753753910,PRJNA269154,SAMN03612014,502436977,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021421,female,GSM1677647,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677647,Primordial Germ Cells,SRP050499
SRR2013617,RNA-Seq,202,744855406,PRJNA269154,SAMN03611978,493665986,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021422,female,GSM1677648,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677648,Primordial Germ Cells,SRP050499
SRR2013618,RNA-Seq,202,581639204,PRJNA269154,SAMN03611979,385585766,GEO,public,"fastq,sra",s3,s3.us-east-1,8 week gestation,SRX1021423,female,GSM1677649,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677649,Primordial Germ Cells,SRP050499
SRR2013619,RNA-Seq,202,463806948,PRJNA269154,SAMN03612010,308011129,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021424,female,GSM1677650,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677650,Primordial Germ Cells,SRP050499
SRR2013620,RNA-Seq,202,640574522,PRJNA269154,SAMN03612011,423980888,GEO,public,"sra,fastq",s3,s3.us-east-1,8 week gestation,SRX1021425,female,GSM1677651,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677651,Primordial Germ Cells,SRP050499
SRR2013621,RNA-Seq,202,614192110,PRJNA269154,SAMN03612012,387857029,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021426,female,GSM1677652,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677652,Primordial Germ Cells,SRP050499
SRR2013622,RNA-Seq,202,524768932,PRJNA269154,SAMN03612015,327810535,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021427,female,GSM1677653,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677653,Primordial Germ Cells,SRP050499
SRR2013623,RNA-Seq,202,440315560,PRJNA269154,SAMN03612016,299871352,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021428,female,GSM1677654,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677654,Primordial Germ Cells,SRP050499
SRR2013624,RNA-Seq,202,406977278,PRJNA269154,SAMN03612017,274673727,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021429,female,GSM1677655,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677655,Primordial Germ Cells,SRP050499
SRR2013625,RNA-Seq,202,356195084,PRJNA269154,SAMN03612018,236298329,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021430,female,GSM1677656,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677656,Primordial Germ Cells,SRP050499
SRR2013626,RNA-Seq,202,284076640,PRJNA269154,SAMN03612019,191795627,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021431,female,GSM1677657,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677657,Primordial Germ Cells,SRP050499
SRR2013627,RNA-Seq,202,330044568,PRJNA269154,SAMN03612020,215590810,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021432,female,GSM1677658,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677658,Primordial Germ Cells,SRP050499
SRR2013628,RNA-Seq,202,289417318,PRJNA269154,SAMN03612021,195660031,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021433,female,GSM1677659,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677659,Primordial Germ Cells,SRP050499
SRR2013629,RNA-Seq,202,313169084,PRJNA269154,SAMN03612022,211775918,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021434,female,GSM1677660,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677660,Primordial Germ Cells,SRP050499
SRR2013630,RNA-Seq,202,404488638,PRJNA269154,SAMN03612023,275396929,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021435,female,GSM1677661,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677661,Primordial Germ Cells,SRP050499
SRR2013631,RNA-Seq,202,348726740,PRJNA269154,SAMN03612024,233093783,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021436,female,GSM1677662,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677662,Primordial Germ Cells,SRP050499
SRR2013632,RNA-Seq,202,471562940,PRJNA269154,SAMN03612025,307183901,GEO,public,"fastq,sra",s3,s3.us-east-1,10 week gestation,SRX1021437,female,GSM1677663,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677663,Primordial Germ Cells,SRP050499
SRR2013633,RNA-Seq,202,574449822,PRJNA269154,SAMN03612026,383033383,GEO,public,"sra,fastq",s3,s3.us-east-1,10 week gestation,SRX1021438,female,GSM1677664,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677664,Primordial Germ Cells,SRP050499
SRR2013634,RNA-Seq,202,1056543426,PRJNA269154,SAMN03612027,654642800,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021439,female,GSM1677665,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677665,Primordial Germ Cells,SRP050499
SRR2013635,RNA-Seq,202,1086679402,PRJNA269154,SAMN03612028,691583992,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021440,female,GSM1677666,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677666,Primordial Germ Cells,SRP050499
SRR2013636,RNA-Seq,202,931324030,PRJNA269154,SAMN03612029,592300868,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021441,female,GSM1677667,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677667,Primordial Germ Cells,SRP050499
SRR2013637,RNA-Seq,202,1239913168,PRJNA269154,SAMN03612030,795311498,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021442,female,GSM1677668,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677668,Primordial Germ Cells,SRP050499
SRR2013638,RNA-Seq,202,1186986744,PRJNA269154,SAMN03612031,764814887,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021443,female,GSM1677669,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677669,Primordial Germ Cells,SRP050499
SRR2013639,RNA-Seq,202,1120358458,PRJNA269154,SAMN03612032,713227744,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021444,female,GSM1677670,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677670,Primordial Germ Cells,SRP050499
SRR2013640,RNA-Seq,202,968064194,PRJNA269154,SAMN03612033,621243026,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021445,female,GSM1677671,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677671,Primordial Germ Cells,SRP050499
SRR2013641,RNA-Seq,202,863570200,PRJNA269154,SAMN03612034,547943128,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021446,female,GSM1677672,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677672,Primordial Germ Cells,SRP050499
SRR2013642,RNA-Seq,202,807200888,PRJNA269154,SAMN03612035,503066259,GEO,public,"sra,fastq",s3,s3.us-east-1,11 week gestation,SRX1021447,female,GSM1677673,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677673,Primordial Germ Cells,SRP050499
SRR2013643,RNA-Seq,202,922791954,PRJNA269154,SAMN03612036,581090491,GEO,public,"fastq,sra",s3,s3.us-east-1,11 week gestation,SRX1021448,female,GSM1677674,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677674,Primordial Germ Cells,SRP050499
SRR2013644,RNA-Seq,202,927560770,PRJNA269154,SAMN03612037,589809513,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021449,female,GSM1677675,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677675,Primordial Germ Cells,SRP050499
SRR2013645,RNA-Seq,202,539377168,PRJNA269154,SAMN03612038,340186601,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021450,female,GSM1677676,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677676,Primordial Germ Cells,SRP050499
SRR2013646,RNA-Seq,202,311041822,PRJNA269154,SAMN03612039,195504794,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021451,female,GSM1677677,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677677,Primordial Germ Cells,SRP050499
SRR2013647,RNA-Seq,202,380873424,PRJNA269154,SAMN03611980,241384372,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021452,female,GSM1677678,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677678,Primordial Germ Cells,SRP050499
SRR2013648,RNA-Seq,202,1146998016,PRJNA269154,SAMN03611981,723725150,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021453,female,GSM1677679,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677679,Primordial Germ Cells,SRP050499
SRR2013649,RNA-Seq,202,660789672,PRJNA269154,SAMN03611982,419382725,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021454,female,GSM1677680,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677680,Primordial Germ Cells,SRP050499
SRR2013650,RNA-Seq,202,979070770,PRJNA269154,SAMN03611983,630617495,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021455,female,GSM1677681,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677681,Primordial Germ Cells,SRP050499
SRR2013651,RNA-Seq,202,978314482,PRJNA269154,SAMN03611984,630911412,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021456,female,GSM1677682,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677682,Primordial Germ Cells,SRP050499
SRR2013652,RNA-Seq,202,1144641686,PRJNA269154,SAMN03611985,744849272,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021457,female,GSM1677683,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677683,Primordial Germ Cells,SRP050499
SRR2013653,RNA-Seq,202,1035558858,PRJNA269154,SAMN03611986,661042040,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021458,female,GSM1677684,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677684,Primordial Germ Cells,SRP050499
SRR2013654,RNA-Seq,202,706179274,PRJNA269154,SAMN03611987,448206347,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021459,female,GSM1677685,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677685,Primordial Germ Cells,SRP050499
SRR2013655,RNA-Seq,202,897132096,PRJNA269154,SAMN03611988,555814505,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021460,female,GSM1677686,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677686,Primordial Germ Cells,SRP050499
SRR2013656,RNA-Seq,202,888704454,PRJNA269154,SAMN03611989,551843084,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021461,female,GSM1677687,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677687,Primordial Germ Cells,SRP050499
SRR2013657,RNA-Seq,202,979583244,PRJNA269154,SAMN03611990,619094217,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021462,female,GSM1677688,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677688,Primordial Germ Cells,SRP050499
SRR2013658,RNA-Seq,202,594363588,PRJNA269154,SAMN03611991,374924185,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021463,female,GSM1677689,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677689,Primordial Germ Cells,SRP050499
SRR2013659,RNA-Seq,202,808981922,PRJNA269154,SAMN03611992,494903637,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021464,female,GSM1677690,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677690,Primordial Germ Cells,SRP050499
SRR2013660,RNA-Seq,202,1042994276,PRJNA269154,SAMN03611993,654599257,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021465,female,GSM1677691,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677691,Primordial Germ Cells,SRP050499
SRR2013661,RNA-Seq,202,1122831342,PRJNA269154,SAMN03611994,718610285,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021466,female,GSM1677692,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677692,Primordial Germ Cells,SRP050499
SRR2013662,RNA-Seq,202,1151541198,PRJNA269154,SAMN03611995,739212698,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021467,female,GSM1677693,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677693,Primordial Germ Cells,SRP050499
SRR2013663,RNA-Seq,202,1134334030,PRJNA269154,SAMN03611996,724755238,GEO,public,"fastq,sra",s3,s3.us-east-1,17 week gestation,SRX1021468,female,GSM1677694,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677694,Primordial Germ Cells,SRP050499
SRR2013664,RNA-Seq,202,1166153676,PRJNA269154,SAMN03611997,748302895,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021469,female,GSM1677695,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677695,Primordial Germ Cells,SRP050499
SRR2013665,RNA-Seq,202,1061331230,PRJNA269154,SAMN03611998,680266984,GEO,public,"sra,fastq",s3,s3.us-east-1,17 week gestation,SRX1021470,female,GSM1677696,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,GSM1677696,Primordial Germ Cells,SRP050499
